Name,ID,Chromosome,Strand,Gene start,Gene end,Expression start,Expression end,Alias Name,Type,Source,Expression,Host gene,overlapping gene,Rfam ID,p-value,RNA family name,RNA family,comment,Conservation,Reported1 (R) ,Human1 (H),Conserved1 (C),Selected1,ICI1,,Reported2 (R),Human2 (H),Conserved2 (C),Selected2,ICI,,,,,,,,,,,,,
SNORA31,snoID_0486,chr13,-,45911615,45911744,45911744,45911615,SNORA31,HACA,HUGO,952061,TPT1,SNORA31,RF00322,2.70E-035,SNORA31,Small nucleolar RNA SNORA31,,Vertebrates,18S-218,18S-218,18S-218,RCH:18S-218,1.04,,28S-3713,28S-3713,NA,RH:28S-3713,0.85,,,,,,,,,,,,,
SNORA81,snoID_0487,chr3,+,186504464,186504641,186504464,186504641,SNORA81,HACA,HUGO,857420,EIF4A2,SNORA81,RF01241,1.00E-050,SNORA81,Small nucleolar RNA SNORA81,,Vertebrates,28S-4606,28S-4606,5.8S-8,RH:28S-4606,0.59,,-,U7-16,NA,NA,0.36 (H),,,,,,,,,,,,,
SNORA33,snoID_0488,chr6,+,133138358,133138490,133138358,133138486,SNORA33,HACA,HUGO,757319,RPS12,SNORA33,RF00438,7.60E-031,SNORA33,Small nucleolar RNA SNORA33,,Tetrapodes and Teleostes,-,18S-1154,NA,NA,0.2 (H),,28S-4966,18S-422,28S-4966,RC:28S-4966,0.98,,,,,,,,,,,,,
SNORA10,snoID_0489,chr16,-,2012335,2012467,2012468,2012335,SNORA10,HACA,HUGO,664421,RPS2,SNORA10,RF00264,5.50E-030,SNORA64,Small nucleolar RNA SNORA64/SNORA10 family,,Eutherians,28S-4491,28S-4491,28S-4491,RCH:28S-4491,0.68,,18S-210,18S-210,18S-210,RCH:18S-210,1.1,,,,,,,,,,,,,
SNORA30,snoID_0490,chr16,+,30721858,30721986,30721858,30721986,SNORA30,HACA,HUGO,619652,SRCAP,SNORA30,RF00415,2.50E-034,SNORA30,Small nucleolar RNA SNORA30/SNORA37 family,,Tetrapodes and Teleostes,28S-4643,28S-4643,18S-393,RH:28S-4643,0.73,,-,U5.1-72,NA,NA,0.17 (H),,,,,,,,,,,,,
SNORA65,snoID_0491,chr9,-,130210781,130210916,130210915,130210780,SNORA65,HACA,HUGO,574401,RPL12,SNORA65,RF00302,8.70E-031,SNORA65,Small nucleolar RNA SNORA65,,Deuterostomes,28S-4373,28S-4373,28S-4373,RCH:28S-4373,0.64,,28S-4427,28S-4427,18S-454,RH:28S-4427,0.94,,,,,,,,,,,,,
SNORA6,snoID_0492,chr3,+,39449882,39450030,39449881,39450030,SNORA6,HACA,HUGO,513975,RPSA,SNORA6,RF00091,1.00E-032,SNORA62,Small nucleolar RNA SNORA62/SNORA6 family,,Deuterostomes,28S-3616;28S-3830,28S-3616,28S-3616,RCH:28S-3616,0.87,,28S-3832,28S-361,28S-4438,C:28S-4438,0.78,,,,,,,,,,,,,
SNORA26,snoID_0493,chr4,+,53579416,53579537,53579405,53579537,SNORA26,HACA,HUGO,475119,DANCR,SNORA26,RF00568,8.60E-034,SNORA26,Small nucleolar RNA SNORA26,,Vertebrates,28S-4606,28S-2299,NA,H:28S-2299,0.38,,28S-4522,U4atac.3-116,18S-595,C:18S-595,0.65,,,,,,,,,,,,,
SNORA72,snoID_0494,chr8,-,99054314,99054445,99054445,99054314,SNORA72,HACA,HUGO,462243,RPL30,SNORA72,RF00139,2.00E-037,SNORA72,Small nucleolar RNA SNORA72,,Tetrapodes and Teleostes,5-8S-55,U4.1-5,5.8S-55,RC:5.8S-55,0.87,,-,28S-4482,18S-169,NA,0.72 (C),,,,,,,,,,,,,
SNORA14B,snoID_0495,chr1,-,235291118,235291252,235291252,235291118,SNORA14B,HACA,HUGO,398365,TOMM20,SNORA14B,RF00397,4.70E-036,SNORA14,Small nucleolar RNA SNORA14,,Amniotes,-,18S-681,18S-681,CH:18S-681,0.84,*,18S-966,18S-966,18S-966,RCH:18S-966,1.26,,,,,,,,,,,,,
SNORA37,snoID_0496,chr18,-,51748654,51748782,51748782,51748654,SNORA37,HACA,HUGO,382208,MBD2,SNORA37,RF00415,6.10E-032,SNORA30,Small nucleolar RNA SNORA30/SNORA37 family,,Tetrapodes and Teleostes,28S-4643,28S-4643,18S-393,RH:28S-4643,0.73,,-,U6.1-57,NA,NA,0.24 (H),,,,,,,,,,,,,
SNORA80,snoID_0497,chr21,-,33749496,33749631,33749633,33749497,SNORA80,HACA,HUGO,350672,URB1,SNORA80,RF00406,2.10E-038,SNORA42,Small nucleolar RNA SNORA42/SNORA80 family,,Vertebrates,18S-572,U4atac.1-28,18S-572,RC:18S-572,1.07,,18S-109,18S-109,18S-109,RCH:18S-109,1.37,,,,,,,,,,,,,
SNORA53,snoID_0498,chr12,+,98993413,98993662,98993412,98993662,SNORA53,HACA,HUGO,337558,SLC25A3,SNORA53,RF00563,6.00E-080,SNORA53,Small nucleolar RNA SNORA53,,Tetrapodes,-,28S-4482,18S-1814,C:18S-1814,0.8,*,-,18S-1832,NA,NA,0.54 (H),,,,,,,,,,,,,
SNORA13,snoID_0499,chr5,+,111497182,111497314,111497180,111497314,SNORA13,HACA,HUGO,302152,EPB41L4A-AS1,SNORA13,RF00396,9.50E-036,SNORA13,Small nucleolar RNA SNORA13,,Vertebrates,18S-1248,18S-1248,18S-1248,RCH:18S-1248,1.3,,-,28S-2268,NA,NA,0.38 (H),,,,,,,,,,,,,
SNORA66,snoID_0500,chr1,+,93306276,93306408,93306276,93306408,SNORA66,HACA,HUGO,268252,RPL5,SNORA66,RF00155,5.00E-034,SNORA66,Small nucleolar RNA SNORA66,,Tetrapodes,18S-119,18S-119,18S-119,RCH:18S-119,0.88,,-,28S-1326,NA,NA,0.2 (H),,,,,,,,,,,,,
SNORA48,snoID_0501,chr17,+,7478031,7478165,7478031,7478165,SNORA48,HACA,HUGO,258514,SENP3-EIF4A1,SNORA48,RF00554,3.90E-045,SNORA48,Small nucleolar RNA SNORA48,,Vertebrates,-,U2.2-70,NA,NA,0 (H),,28S-3797,28S-3797,28S-3797,RCH:28S-3797,0.91,,,,,,,,,,,,,
SNORA5A,snoID_0502,chr7,-,45143948,45144081,45144082,45143949,SNORA5A,HACA,HUGO,240581,TBRG4,SNORA5A,RF00392,8.20E-038,SNORA5,Small nucleolar RNA SNORA5,,Tetrapodes and Teleostes,18S-1238,U2.2-100,18S-1238,RC:18S-1238,1.19,,18S-1625,18S-1625,18S-1625,RCH:18S-1625,1.07,,,,,,,,,,,,,
SNORA7A,snoID_0503,chr3,-,12881811,12881949,12881949,12881811,SNORA7A,HACA,HUGO,232811,RPL32,SNORA7A,RF00409,4.60E-039,SNORA7,Small nucleolar RNA SNORA7,,Tetrapodes and Teleostes,28S-1569,28S-1569,28S-1569,RCH:28S-1569,0.77,,28S-1779,18S-1154,U4atac.2-14,C:U4atac.2-14,1.2,,,,,,,,,,,,,
SNORA38,snoID_0504,chr6,+,31590856,31590987,31590855,31590983,SNORA38,HACA,HUGO,229140,PRRC2A,SNORA38,RF00428,2.10E-034,SNORA38,Small nucleolar RNA SNORA38,,Therians,-,28S-2619,U5.3-33,C:U5.3-33,0.98,*,-,18S-31,NA,NA,0.36 (H),,,,,,,,,,,,,
SNORA42,snoID_0505,chr1,-,155889700,155889833,155889838,155889700,SNORA42,HACA,HUGO,220530,KIAA0907,SNORA42,RF00406,1.30E-033,SNORA42,Small nucleolar RNA SNORA42/SNORA80 family,,Vertebrates,18S-572,28S-4930,18S-572,RC:18S-572,1.07,,18S-109,18S-109,18S-109,RCH:18S-109,1.37,,,,,,,,,,,,,
SNORA2B,snoID_0506,chr12,-,49061240,49061376,49061376,49061241,SNORA2B,HACA,HUGO,209564,KANSL2,SNORA2B,RF00410,1.30E-034,SNORA2,Small nucleolar RNA SNORA2/SNORA34 family,,Vertebrates,28S-4263;28S-4269,28S-4263,18S-965,RH:28S-4263,0.78,,28S-4282,28S-4282,28S-4282,RCH:28S-4282,0.85,,,,,,,,,,,,,
SNORA9,snoID_0507,chr7,-,45024977,45025109,45025109,45024977,SNORA9,HACA,HUGO,205473,SNHG15,SNORA9,RF00411,9.40E-041,SNORA9,Small nucleolar RNA SNORA9,,Vertebrates,28S-1670,U2.3-101,NA,H:U2.3-101,0.5,,28S-1769,U5.5-76,28S-1768,C:28S-1768,0.67,,,,,,,,,,,,,
SNORA50,snoID_0508,chr16,-,58593700,58593835,58593835,58593700,SNORA50,HACA,HUGO,180186,CNOT1,SNORA50,RF00407,6.50E-035,SNORA50,Small nucleolar RNA SNORA50,,Vertebrates,18S-34,18S-34,18S-34,RCH:18S-34,0.97,,18S-105,18S-105,18S-105,RCH:18S-105,1.1,,,,,,,,,,,,,
SNORA39,snoID_0509,chr20,+,37076726,37076861,37076726,37076861,SNORA39,HACA,HUGO,167922,SNHG11,SNORA39,RF00056,4.00E-023,SNORA71,Small nucleolar RNA SNORA71,,Vertebrates,18S-406,18S-1377,NA,H:18S-1377,0.3,,18S-1004,U4atac.1-19,NA,H:U4atac.1-19,0.19,,,,,,,,,,,,,
SNORA32,snoID_0510,chr11,-,93464145,93464265,93464267,93464145,SNORA32,HACA,HUGO,165933,TAF1D,SNORA32,RF00421,1.80E-032,SNORA32,Small nucleolar RNA SNORA32,,Tetrapodes and Teleostes,28S-1847,28S-1847,28S-1847,RCH:28S-1847,0.95,,-,18S-294,NA,NA,0.21 (H),,,,,,,,,,,,,
SNORA12,snoID_0511,chr10,-,101996913,101997059,101997058,101996912,SNORA12,HACA,HUGO,158125,CWF19L1,SNORA12,RF00586,9.00E-041,SNORA12,Small nucleolar RNA SNORA12,,Therians,-,U12.1-18,U12.1-18,NA,0.77 (CH),,-,U5.2-8,NA,NA,0.26 (H),,,,,,,,,,,,,
SNORA52,snoID_0512,chr11,+,811681,811814,811681,811814,SNORA52,HACA,HUGO,156260,RPLP2,SNORA52,RF00419,2.40E-036,SNORA52,Small nucleolar RNA SNORA52,,Amniotes,28S-1731,28S-1731,28S-1731,RCH:28S-1731,0.75,,-,U4atac.2-8,NA,NA,0 (H),,,,,,,,,,,,,
SNORA40,snoID_0513,chr11,-,93468276,93468402,93468404,93468277,SNORA40,HACA,HUGO,153611,TAF1D,SNORA40,RF00561,4.40E-032,SNORA40,Small nucleolar RNA SNORA40,,Vertebrates,28S-4546,U1.10-151,NA,H:U1.10-151,0.14,,18S-1174,U4atac.1-14,18S-1174,RC:18S-1174,1.06,,,,,,,,,,,,,
SNORA80B,snoID_0514,chr2,-,10586840,10586975,10586977,10586840,SNORA80B,HACA,HUGO,151665,ODC1,SNORA80B,RF00406,4.20E-038,SNORA42,Small nucleolar RNA SNORA42/SNORA80 family,,Vertebrates,18S-572,U4atac.1-28,18S-572,RC:18S-572,1.07,,18S-109,18S-109,18S-109,RCH:18S-109,1.37,,,,,,,,,,,,,
SNORA63,snoID_0515,chr3,+,186505088,186505222,186505088,186505222,SNORA63,HACA,HUGO,143075,EIF4A2,SNORA63,RF00092,1.00E-035,SNORA63,Small nucleolar RNA SNORA63,,Vertebrates,-,U5.1-72,NA,NA,0 (H),,28S-4390,28S-4390,28S-4390,RCH:28S-4390,0.88,,,,,,,,,,,,,
SNORA38B,snoID_0516,chr17,+,65736786,65736917,65736783,65736915,SNORA38B,HACA,HUGO,114513,NOL11,SNORA38B,RF00428,7.70E-038,SNORA38,Small nucleolar RNA SNORA38,,Therians,-,28S-2619,U5.3-33,C:U5.3-33,0.98,*,-,28S-3250,U4.2-71,C:U4.2-71,0.87,*,,,,,,,,,,,,
SNORA58,snoID_0517,chr3,-,131197842,131198077,131198077,131197940,SNORA58,HACA,HUGO,114433,MRPL3,SNORA58,RF00418,8.40E-039,SNORA58,Small nucleolar RNA SNORA58,,Tetrapodes and Teleostes,28S-3823,U4atac.3-9,U4atac.3-9,CH:U4atac.3-9,1.12,,-,U4atac.1-11,NA,NA,0.33 (H),,,,,,,,,,,,,
SNORA79,snoID_0518,chr14,-,81669039,81669178,81669180,81669039,SNORA79,HACA,HUGO,107355,GTF2A1,SNORA79,RF00600,5.60E-032,SNORA79,Small nucleolar RNA SNORA79,,Vertebrates,U6-31,U6.6-31,18S-595,RH:U6.6-31,0.82,,U6-86,U6.6-86,U6.6-86,RCH:U6.6-86,0.96,,,,,,,,,,,,,
SNORA27,snoID_0519,chr13,+,27829538,27829663,27829538,27829663,SNORA27,HACA,HUGO,102600,RPL21,SNORA27,RF00443,4.70E-036,SNORA27,Small nucleolar RNA SNORA27,,Vertebrates,28S-3694,28S-3694,28S-3694,RCH:28S-3694,0.95,,28S-4522,U7-13,28S-4522,RC:28S-4522,0.61,,,,,,,,,,,,,
SNORA11B,snoID_0520,chr14,+,91592770,91592896,91592768,91592895,SNORA11B,HACA,HUGO,100717,C14orf159,SNORA11B,RF00614,6.30E-032,SNORA11,Small nucleolar RNA SNORA11,,Eutherians,-,U5.1-87,NA,NA,0.28 (H),,-,18S-31,NA,NA,0.54 (H),,,,,,,,,,,,,
SNORA1,snoID_0521,chr11,-,93465170,93465299,93465300,93465170,SNORA1,HACA,HUGO,100370,TAF1D,SNORA1,RF00408,3.20E-031,SNORA1,Small nucleolar RNA SNORA1,,Tetrapodes and Teleostes,-,U2.3-67,NA,NA,0 (H),,28S-4441,28S-4441,28S-4441,RCH:28S-4441,0.86,,,,,,,,,,,,,
SNORA36B,snoID_0522,chr1,-,220373888,220374018,220374018,220373892,SNORA36B,HACA,HUGO,87235,RAB3GAP2,SNORA36B,RF00340,1.70E-036,SNORA36,Small nucleolar RNA SNORA36 family,,Tetrapodes and Teleostes,18S-105,18S-1244,18S-1244,CH:18S-1244,1.35,,18S-1244,18S-214,NA,H:18S-214,0.3,,,,,,,,,,,,,
SNORA84,snoID_0523,chr9,-,95054743,95054875,95054876,95054744,SNORA84,HACA,HUGO,83960,IARS,SNORA84,RF01229,3.50E-033,SNORA84,Small nucleolar RNA SNORA84,,Tetrapodes and Teleostes,-,U5.2-79,NA,NA,0.38 (H),,28S-3863,28S-3863,28S-3863,RCH:28S-3863,0.68,,,,,,,,,,,,,
SNORA54,snoID_0524,chr11,-,2985001,2985123,2985123,2985001,SNORA54,HACA,HUGO,79872,NAP1L4,SNORA54,RF00430,1.90E-027,SNORA54,Small nucleolar RNA SNORA54,,Vertebrates,28S-3801,U2.3-100,18S-1202,C:18S-1202,1.06,,28S-4539,28S-4539,NA,RH:28S-4539,0.43,,,,,,,,,,,,,
SNORA60,snoID_0525,chr20,+,37078012,37078147,37078012,37078149,SNORA60,HACA,HUGO,77417,SNHG11,SNORA60,RF00056,2.70E-030,SNORA71,Small nucleolar RNA SNORA71,,Vertebrates,18S-406,U11.1-97,NA,H:U11.1-97,0,,18S-1004,28S-86,18S-406,C:18S-406,1.11,,,,,,,,,,,,,
SNORA5C,snoID_0526,chr7,-,45144505,45144641,45144642,45144505,SNORA5C,HACA,HUGO,64650,TBRG4,SNORA5C,RF00392,1.00E-030,SNORA5,Small nucleolar RNA SNORA5,,Tetrapodes and Teleostes,18S-1238,18S-1238,18S-1238,RCH:18S-1238,1.19,,18S-1625,U4.2-72,18S-1625,RC:18S-1625,1.07,,,,,,,,,,,,,
SNORA69,snoID_0527,chrX,-,118921316,118921447,118921447,118921316,SNORA69,HACA,HUGO,64440,RPL39,SNORA69,RF00265,3.80E-037,SNORA69,Small nucleolar RNA SNORA69,,Tetrapodes and Teleostes,5-8S-69,28S-2346,5.8S-69,RC:5.8S-69,0.95,,18S-36,U11.1-18,U11.1-18,CH:U11.1-18,0.62,,,,,,,,,,,,,
SNORA14A,snoID_0528,chr7,+,75573101,75573234,75573100,75573234,SNORA14A,HACA,HUGO,63845,POR,SNORA14A,RF00397,6.70E-035,SNORA14,Small nucleolar RNA SNORA14,,Amniotes,-,18S-681,18S-681,CH:18S-681,0.84,*,18S-966,18S-966,18S-966,RCH:18S-966,1.26,,,,,,,,,,,,,
SNORA11,snoID_0529,chrX,+,54840803,54840933,54840802,54840933,SNORA11,HACA,HUGO,61042,MAGED2,SNORA11,RF00614,1.20E-028,SNORA11,Small nucleolar RNA SNORA11,,Eutherians,-,U2.1-37,18S-1350,C:18S-1350,1,*,-,U2.2-46,U11.1-18,NA,0.66 (C),,,,,,,,,,,,,
SNORA36A,snoID_0530,chrX,+,153996803,153996934,153996803,153996930,SNORA36A,HACA,HUGO,56490,DKC1,SNORA36A,RF00340,3.40E-035,SNORA36,Small nucleolar RNA SNORA36 family,,Tetrapodes and Teleostes,18S-105,18S-1244,18S-1244,CH:18S-1244,1.35,,18S-1244,28S-312,NA,H:28S-312,0,,,,,,,,,,,,,
SNORA19,snoID_0531,chr10,-,120819523,120819650,120819650,120819527,SNORA19,HACA,HUGO,55193,EIF3A,SNORA19,RF00413,1.70E-031,SNORA19,Small nucleolar RNA SNORA19,,Vertebrates,28S-3709,28S-3709,18S-863,RH:28S-3709,0.65,,28S-3618,28S-3618,28S-3618,RCH:28S-3618,0.94,,,,,,,,,,,,,
SNORA7B,snoID_0532,chr3,-,129116053,129116191,129116191,129116053,SNORA7B,HACA,HUGO,52974,RPL32P3,SNORA7B,RF00409,2.10E-038,SNORA7,Small nucleolar RNA SNORA7,,Tetrapodes and Teleostes,28S-1569,28S-1569,28S-1569,RCH:28S-1569,0.77,,28S-1779,18S-1154,U4atac.2-14,C:U4atac.2-14,1.2,,,,,,,,,,,,,
SNORA36C,snoID_0533,chr2,-,69747176,69747303,69747306,69747179,SNORA36C,HACA,HUGO,43821,AAK1,SNORA36C,RF00340,1.30E-035,SNORA36,Small nucleolar RNA SNORA36 family,,Tetrapodes and Teleostes,18S-105,18S-1244,18S-1244,CH:18S-1244,1.35,,18S-1244,U1.10-157,NA,H:U1.10-157,0.17,,,,,,,,,,,,,
SNORA71C,snoID_0534,chr20,-,37058310,37058447,37058447,37058310,SNORA71C,HACA,HUGO,37314,SNHG17,SNORA71C,RF00056,1.10E-032,SNORA71,Small nucleolar RNA SNORA71,,Vertebrates,18S-406,U5.1-87,NA,H:U5.1-87,0.55,,18S-1004,18S-406,18S-406,CH:18S-406,1.11,,,,,,,,,,,,,
SNORA55,snoID_0535,chr1,-,40033046,40033182,40033182,40033046,SNORA55,HACA,HUGO,30797,PABPC4,SNORA55,RF00431,1.10E-040,SNORA55,Small nucleolar RNA SNORA55,,Tetrapodes,18S-36,18S-36,18S-36,RCH:18S-36,1.22,,-,18S-681,18S-681,CH:18S-681,1.2,*,,,,,,,,,,,,
SNORA70B,snoID_0536,chr2,-,61644379,61644512,61644513,61644379,SNORA70B,HACA,HUGO,28654,USP34,SNORA70B,RF00156,9.20E-035,SNORA70,Small nucleolar RNA SNORA70,,Vertebrates,-,18S-220,18S-1232,C:18S-1232,1.18,*,18S-1694,U4atac.1-19,18S-1694,RC:18S-1694,1.07,,,,,,,,,,,,,
SNORA15,snoID_0537,chr7,+,56128163,56128295,56128160,56128295,SNORA15,HACA,HUGO,24181,CCT6A,SNORA15,RF00398,1.00E-032,SNORA15,Small nucleolar RNA SNORA15,,Therians,18S-1367,18S-1368,18S-1368,CH:18S-1368,1.35,,-,U2.3-44,NA,NA,0 (H),,,,,,,,,,,,,
SNORA47,snoID_0538,chr5,-,76376259,76376396,76376397,76376260,SNORA47,HACA,HUGO,23458,ZBED3,SNORA47,RF01234,1.40E-038,SNORA47,Small nucleolar RNA SNORA47,,Amniotes,28S-1766,28S-4269,U4atac.3-5,C:U4atac.3-5,0.9,,-,U1.7-159,NA,NA,0 (H),,,,,,,,,,,,,
SNORA22,snoID_0539,chr7,+,65220513,65220646,65220513,65220646,SNORA22,HACA,HUGO,16595,CCT6P1,SNORA22,RF00414,4.20E-039,SNORA22,Small nucleolar RNA SNORA22,,Tetrapodes and Teleostes,28S-4966,18S-1069,28S-4467,C:28S-4467,0.62,,28S-4975,18S-918,18S-918,CH:18S-918,1.08,,,,,,,,,,,,,
SNORA56,snoID_0540,chrX,+,154003273,154003401,154003273,154003401,SNORA56,HACA,HUGO,14415,DKC1,SNORA56,RF00417,1.70E-037,SNORA56,Small nucleolar RNA SNORA56,,Tetrapodes and Teleostes,28S-1664,18S-296,18S-296,CH:18S-296,0.88,,-,28S-2532,NA,NA,0 (H),,,,,,,,,,,,,
SNORA35,snoID_0541,chrX,+,113865259,113865386,113865259,113865386,SNORA35,HACA,HUGO,10886,HTR2C,SNORA35,RF00566,4.10E-029,SNORA35,Small nucleolar RNA SNORA35,,Eutherians,-,U2.3-100,18S-566,C:18S-566,0.85,*,-,U7-7,U7-7,CH:U7-7,0.97,*,,,,,,,,,,,,
SNORA78,snoID_0542,chr16,+,2015185,2015311,2015180,2015311,SNORA78,HACA,HUGO,6157,SNHG9,SNORA78,RF01225,2.80E-028,ACA64,Small nucleolar RNA ACA64,,Tetrapodes and Teleostes,-,28S-4266,28S-4266,CH:28S-4266,0.92,*,28S-4331,U2.2-101,28S-4331,RC:28S-4331,0.64,,,,,,,,,,,,,
SNORA11C,snoID_0543,chrX,+,47248049,47248175,47248047,47248175,SNORA11C,HACA,HUGO,4956,ZNF157,SNORA11C,RF00614,3.00E-032,SNORA11,Small nucleolar RNA SNORA11,,Eutherians,-,U2.1-37,NA,H:U2.1-37,0.87,*,-,18S-1072,NA,NA,0.11 (H),,,,,,,,,,,,,
SNORA59B,snoID_0544,chr17,+,19460873,19461024,19460872,19461024,SNORA59B,HACA,HUGO,4327,SLC47A1,SNORA59B,RF01293,7.10E-046,ACA59,Small nucleolar RNA ACA59,,NO,-,U6atac.1-101,NA,NA,0 (H),,-,28S-4188,18S-1377,C:18S-1377,1.04,*,,,,,,,,,,,,
SNORA59A,snoID_0545,chr1,+,12567300,12567451,12567299,12567451,SNORA59A,HACA,HUGO,4327,VPS13D,SNORA59A,RF01293,7.10E-046,ACA59,Small nucleolar RNA ACA59,,NO,-,U6atac.1-101,NA,NA,0 (H),,-,28S-4188,18S-1377,C:18S-1377,1.04,*,,,,,,,,,,,,
SNORA5B,snoID_0546,chr7,-,45145567,45145698,45145700,45145568,SNORA5B,HACA,HUGO,3577,TBRG4,SNORA5B,RF00392,2.00E-035,SNORA5,Small nucleolar RNA SNORA5,,Tetrapodes and Teleostes,18S-1238,U2.2-100,18S-1238,RC:18S-1238,1.19,,18S-1625,28S-3943,NA,H:28S-3943,0,,,,,,,,,,,,,
SNORA70G,snoID_0547,chr12,-,69021014,69021155,69021153,69021016,SNORA70G,HACA,HUGO,1418,NA,SNORA70G,RF00156,2.80E-031,SNORA70,Small nucleolar RNA SNORA70,,Vertebrates,-,5.8S-22,NA,H:5.8S-22,0.82,*,18S-1694,U4atac.1-19,18S-1694,RC:18S-1694,1.07,,,,,,,,,,,,,
SNORA70D,snoID_0548,chr16,-,71732470,71732604,71732613,71732470,SNORA70D,HACA,HUGO,1022,PHLPP2,SNORA70D,RF00156,4.60E-029,SNORA70,Small nucleolar RNA SNORA70,,Vertebrates,-,18S-1535,NA,NA,0.49 (H),,18S-1694,28S-203,NA,H:28S-203,0.33,,,,,,,,,,,,,
SNORA70E,snoID_0549,chr11,-,82752506,82752640,82752638,82752506,SNORA70E,HACA,HUGO,1005,RAB30,SNORA70E,RF00156,3.40E-031,SNORA70,Small nucleolar RNA SNORA70,,Vertebrates,-,18S-1232,18S-1232,CH:18S-1232,1.18,*,18S-1694,U6.1-74,NA,H:U6.1-74,0.52,,,,,,,,,,,,,
SNORA70C,snoID_0550,chr9,-,119943345,119943480,119943480,119943345,SNORA70C,HACA,HUGO,381,ASTN2,SNORA70C,RF00156,6.40E-033,SNORA70,Small nucleolar RNA SNORA70,low expression,Vertebrates,-,18S-678,NA,NA,0.57 (H),,18S-1694,U4atac.1-19,18S-1694,RC:18S-1694,1.07,,,,,,,,,,,,,
SNORA70F,snoID_0551,chr2,-,165544153,165544287,165544288,165544162,SNORA70F,HACA,HUGO,196,COBLL1,SNORA70F,RF00156,4.30E-031,SNORA70,Small nucleolar RNA SNORA70,low expression,Vertebrates,-,U1.9-125,NA,NA,0.27 (H),,18S-1694,U4atac.1-19,NA,H:U4atac.1-19,0.71,,,,,,,,,,,,,
SNORA16B,snoID_0552,chr1,+,212526160,212526292,212526159,212526288,SNORA16B,HACA,HUGO,160,PPP2R5A,SNORA16B,RF00190,6.70E-037,SNORA16,Small nucleolar RNA SNORA16B/SNORA16A family,low expression,Deuterostomes,28S-4412,U5.1-87,NA,H:U5.1-87,0.5,,-,18S-1155,NA,NA,0.07 (H),,,,,,,,,,,,,
SNORA29,snoID_0553,chr6,-,160206626,160206765,160206765,160206617,SNORA29,HACA,HUGO,65,TCP1,SNORA29,RF00429,1.30E-036,SNORA29,Small nucleolar RNA SNORA29,low expression,Vertebrates,-,NA,NA,NA,0 (H),,-,18S-220,18S-220,CH:18S-220,1.01,*,,,,,,,,,,,,
NA,snoID_0554,chrX,-,146366104,146366230,146366230,146366174,Unknown,HACA,deepBase,495235,NA,MIR514A2,NA,1000,NA,Unknown,miRNA514A2 expression profile and conservation pattern support miRNA, snoRNA boxes mutate,Eutherians,-,U5.1-72,NA,H:U5.1-72,0,,-,U11.1-10,NA,H:U11.1-10,0,,,,,,,,,,,,
NA,snoID_0555,chrX,-,146363406,146363532,146363532,146363476,Unknown,HACA,deepBase,495235,NA,MIR514A2,NA,1000,NA,Unknown,miRNA514A2 expression profile and conservation pattern support miRNA, snoRNA boxes mutate,Eutherians,-,U5.1-72,NA,H:U5.1-72,0,,-,U11.1-10,NA,H:U11.1-10,0,,,,,,,,,,,,
NA,snoID_0556,chrX,-,146360717,146360841,146360841,146360785,Unknown,HACA,deepBase,493566,NA,MIR514A1,NA,1000,NA,Unknown,miRNA514A1 expression profile and conservation pattern support miRNA, snoRNA boxes mutate,Eutherians,-,U5.1-72,NA,H:U5.1-72,0,,-,U11.1-10,NA,H:U11.1-10,0,,,,,,,,,,,,
NA,snoID_0557,chr16,-,2846409,2846533,2846473,2846409,SNORA3,HACA,GENCODE,173461,NA,SNORA3,RF00334,3.20E-024,SNORA3,Small nucleolar RNA SNORA3/SNORA45 family,,Vertebrates,28S-3938,U6.1-51,NA,H:U6.1-51,0.16,,28S-3899,28S-4328,NA,H:28S-4328,0.27,,,,,,,,,,,,,
NA,snoID_0558,chr2,+,135894198,135894325,135894196,135894325,SNORA40,HACA,GENCODE,115820,RAB3GAP1,SNORA40,RF00561,3.90E-033,SNORA40,Small nucleolar RNA SNORA40,,Vertebrates,28S-4546,18S-1377,NA,H:18S-1377,0.27,,18S-1174,U4atac.1-14,18S-1174,RC:18S-1174,1.06,,,,,,,,,,,,,
NA,snoID_0559,chr8,-,56815282,56815414,56815396,56815282,SNORA1,HACA,GENCODE,36324,NA,SNORA1,RF00408,2.10E-031,SNORA1,Small nucleolar RNA SNORA1,,Tetrapodes and Teleostes,-,U7-25,NA,NA,0.27 (H),,28S-4441,28S-4441,28S-4441,RCH:28S-4441,0.86,,,,,,,,,,,,,
NA,snoID_0560,chr7,+,65225039,65225173,65225037,65225169,SNORA15-3,HACA,PMID:24162733,28620,CCT6P1,SNORA15,RF00398,1.10E-034,SNORA15,Small nucleolar RNA SNORA15,,Therians,18S-1367,18S-1368,18S-1368,CH:18S-1368,1.35,,-,U2.3-44,NA,NA,0 (H),,,,,,,,,,,,,
NA,snoID_0561,chr7,+,64530916,64531050,64530914,64531046,SNORA15-2,HACA,PMID:24162733,28620,CCT6P3,SNORA15,RF00398,1.10E-034,SNORA15,Small nucleolar RNA SNORA15,,Therians,18S-1367,18S-1368,18S-1368,CH:18S-1368,1.35,,-,U2.3-44,NA,NA,0 (H),,,,,,,,,,,,,
